"CLIENT_ISO_CODE","CITY","ZIPCODE","LONGITUDE","LATITUDE","id_cp"
"GB","Grantham","NG31 6DB",-0.6413,52.9085,1239702
"NL","Capelle aan den IJssel","2904 DA",4.6104,51.9376,1239703
"GB","Preston","PR2 5AU",-2.6677,53.7586,1239704
"ES","LUGO","27002",-7.5085,43.0011,1239705
"CA","St. Catharines","L2R3E2",-79.2419,43.1632,1239706
"CA","Vaughan","L4H1L6",-79.6228,43.8155,1239707
"CA","Montréal","H2R2K8",-73.622,45.5433,1239708
"US","Glendale","85302",-112.1753,33.5675,1239709
"MX","Mérida","97314",-89.6765,21.0265,1239710
"US","Dothan","36303",-85.3971,31.2668,1239711
"SE","Karlstad","65639",13.5036,59.3793,1239712
"DE","Hildesheim","31199",9.9195,52.0962,1239713
"GB","Uxbridge","UB10 9PG",-0.4487,51.5513,1239714
"DE","LADENBURG","68526",8.609,49.4731,1239715
"PT","Montalegre","5470-173",-7.7404,41.8344,1239716
"GB","Leicester","LE19 4NJ",-1.2101,52.589,1239717
"US","Cottonwood Heights","84121",-111.7777,40.6226,1239718
"GB","Woodford Green","IG8 8NT",0.0659,51.6039,1239719
"GB","MAIDSTONE","ME16 0DT",0.5085,51.2771,1239720
"IT","Monterosso al Mare","19016",9.6549,44.1467,1239721
"DE","Koblenz","56070",7.5741,50.3849,1239722
"GB","London","N1 3AY",-0.0941,51.5412,1239723
"GB","Aberdeen","AB22 9AE",-2.1324,57.1887,1239724
"NL","Eindhoven","5628 DL",5.4642,51.4823,1239725
"RO","Galati","800608",28.05,45.45,1239726
"NL","Wageningen","6701 DP",5.667,51.9645,1239727
"GB","London","SW16 3PD",-0.124,51.4163,1239728
"PL","Doruchów","63-505",18.1909,51.4092,1239729
"IT","SALERNO","84131",14.8492,40.6406,1239730
"FR","Échenevex","01170",6.0577,46.3332,1239731
"GB","Buckhurst Hill","IG9 6HU",0.0442,51.6186,1239732
"PL","KOSZALIN","75453",16.2003,54.2076,1239733
"IT","Albignasego","35020",11.8678,45.3471,1239734
"TR","Malatya","44300",38.2353,38.5631,1239735
"RO","Slobozia Blaneasa","807203",27.4795,45.9381,1239736
"US","ENGLISHTOWN","07726",-74.3424,40.2825,1239737
"NL","Dreumel","6621 BW",5.4392,51.8509,1239738
"CA","Burlington","L7S1M3",-79.8034,43.32,1239739
"GB","GOOLE","DN14 8NR",-0.9504,53.6841,1239740
"RS","Београд","11211",20.4541,44.8697,1239741
"CZ","Velké Pavlovice","691 06",16.8167,48.9,1239742
"RS","Arandjelovac","34300",20.56,44.3069,1239743
"SG","Singapore","519531",103.9415,1.3736,1239744
"BR","Wenceslau Braz","84950-000",-49.7915,-23.8881,1239745
"GB","BRISTOL","BS8 2UE",-2.616,51.4691,1239746
"ES","Paracuellos de Jiloca","50342",-1.6518,41.3042,1239747
"ES","Aramil","33518",-5.5722,43.4156,1239748
"GB","PETERBOROUGH","PE7 3UX",-0.3279,52.5492,1239749
"NL","Amstelveen","1181 RL",4.8572,52.3134,1239750
"TR","Isparta","32500",30.8678,37.5958,1239751
"ES","Culleredo","15180",-8.3718,43.3047,1239752
"NL","Veldhoven","5503 PG",5.4037,51.4149,1239753
"ES","Málaga","29012",-4.4124,36.728,1239754
"CA","Chibougamau","G8P2Y4",-74.3948,49.913,1239755
"TR","Kayseri","38010",35.8791,38.6323,1239756
"MX","San Luis Potosí","78396",-100.9317,22.1397,1239757
"IN","Dhoraji Rajkot","360410",70.7751,22.2628,1239758
"HR","Samobor","10430",15.7646,45.8256,1239759
"CA","River Ryan","B1h5S9",-60.1231,46.2042,1239760
"CA","Ennismore","K0L1T0",-78.4278,44.3548,1239761
"US","Farmington","84025",-111.8938,40.9889,1239762
"MX","Guadalajara","44950",-103.4344,20.6347,1239763
"PL","TARNOWO PODGÓRNE","62-080",16.6739,52.4064,1239764
"IT","Buttigliera Alta","10090",7.4775,45.0151,1239765
"LV","Sigulda","2150",24.8383,57.1382,1239766
"DE","MÜNCHEN","81479",11.5392,48.0915,1239767
"NL","Tilburg","5013 BT",5.0952,51.5732,1239768
"US","WOODCLIFF LAKE","07677",-74.0603,41.0234,1239769
"DE","Schwaigern","74193",9.0553,49.1449,1239770
"US","Jacksonville","32246",-81.5092,30.2933,1239771
"HU","Budapest","1094",19.0404,47.4984,1239772
"GB","PRESTON","PR3 5BY",-2.7422,53.8437,1239773
"DE","Dortmund","44149",7.4063,51.5005,1239774
"GB","ALNESS","IV17 0PQ",-4.2366,57.7009,1239775
"DE","STOCKELSDORF","23617",10.6471,53.8922,1239776
"CA","MONTRÉAL","H2G2M8",-73.5939,45.5463,1239777
"GB","Barnstaple","EX32 9DP",-4.0412,51.0672,1239778
"IT","seriate","24068",9.5266,45.648,1239779
"AT","Austria","1080",16.35,48.2167,1239780
"NL","ZUTPHEN","7201 ER",6.2014,52.1369,1239781
"US","Tamarac","33351",-80.2746,26.1793,1239782
"ES","Soto Del Real","28791",-3.7943,40.7449,1239783
"US","Bismarck","58503",-100.7843,46.8394,1239784
"US","Myrtle Beach","29579",-78.9787,33.7377,1239785
"FR","goussainville","95190",2.4659,49.0137,1239786
"DE","Pfaffenhofen","74397",8.9764,49.0644,1239787
"TR","İstanbul","34530",28.4803,41.0211,1239788
"IT","Castel di Tora","02020",12.9946,42.1976,1239789
"GB","BISHOP'S STORTFORD","CM23 5DD",0.1803,51.8796,1239790
"CA","Toronto","M6R1V9",-79.4552,43.6506,1239791
"FR","LIVRY-GARGAN","93190",2.5431,48.9193,1239792
"PL","Gron","34-406",20.0721,49.3979,1239793
"CA","TORONTO","M4Y0A9",-79.3832,43.6659,1239794
"CA","VICTORIA","V8Y2W9",-123.376,48.5194,1239795
"US","dalton","30720",-84.9875,34.7635,1239796
"GB","Manchester","M9 8FS",-2.2423,53.5248,1239797
"PL","Wrocław","50-203",17.0214,51.1182,1239798
"CA","Toronto","M3C1E6",-79.3317,43.7182,1239799
"FR","LYON","69003",4.8467,45.7485,1239800
"US","Audubon","08106",-75.0724,39.891,1239801
"ES","Leganes","28915",-3.7511,40.3324,1239802
"GB","CARSHALTON","SM5 1PF",-0.167,51.3807,1239803
"PT","Pontinha","1675-616",-9.1993,38.7677,1239804
"FR","PERNES-LES-FONTAINES","84210",5.1467,43.9959,1239805
"GB","London","E1W 2NU",-0.0582,51.5043,1239806
"GB","BERDEN, Essex","CM23 1BA",0.1309,51.9369,1239807
"GB","Watford","WD18 7UH",-0.4112,51.6492,1239808
"DE","Schneverdingen","29640",9.7952,53.1168,1239809
"PL","Klucze","32-310",19.6776,50.3981,1239810
"DE","München","80336",11.559,48.1345,1239811
"GB","London","SW19 5JT",-0.2222,51.4351,1239812
"ES","villar del olmo","28512",-3.2483,40.3348,1239813
"ES","Vilanova del Vallès","08410",2.3074,41.5532,1239814
"IT","Gorlago","24060",9.949,45.7023,1239815
"GB","CHELTENHAM","GL51 6RB",-2.1305,51.8898,1239816
"PT","Guimarães","4810-217",-8.2962,41.4444,1239817
"LV","Rīga","1045",24.1059,56.946,1239818
"PL","Bilcza","26-026",21.0842,50.7618,1239819
"TR","İstanbul","38040",35.8791,38.6323,1239820
"ES","ALONSOTEGI","48810",-2.9876,43.2229,1239821
"IT","fusignano","48034",11.9564,44.4666,1239822
"IT","Fossacesia","66022",14.4834,42.242,1239823
"US","Cincinnati","45209",-84.4278,39.1516,1239824
"GB","Dewsbury","WF13 4HD",-1.6391,53.6983,1239825
"IT","santo stefano ticino","20010",8.8183,45.4787,1239826
"GB","Sunderland","SR3 1DP",-1.396,54.8749,1239827
"DE","Poing","85586",11.8186,48.17,1239828
"US","Washington","20005",-77.0312,38.9067,1239829
"NO","RØYKEN","3440",10.4056,59.7444,1239830
"PL","Łódź","93-218",19.5007,51.7446,1239831
"US","Norcross","30071",-84.1972,33.9381,1239832
"GB","BISHOP'S STORTFORD","CM23 2HE",0.1645,51.8822,1239833
"CA","Laval","H7W1T6",-73.7643,45.5366,1239834
"ES","Balazote","02320",-2.1352,38.8952,1239835
"FR","SAINT-MALO","35400",-2.0088,48.6474,1239836
"GB","Poynton","SK12 1EU",-2.1256,53.3493,1239837
"DE","Ratingen","40878",6.8485,51.2922,1239838
"IT","Caltanissetta","93100",14.0584,37.5435,1239839
"ES","San Adrian","31570",-1.9226,42.3446,1239840
"PL","Pruszcz Gdanski","83-000",18.654,54.2794,1239841
"GB","Bath","BA1 6AX",-2.3459,51.3941,1239842
"NL","Capelle aan den IJssel","2901 GK",4.566,51.918,1239843
"CA","Milton","L9T8T8",-79.8689,43.5156,1239844
"GB","London","E17 6ZH",-0.0441,51.5875,1239845
"ES","orcera","23370",-2.7083,38.317,1239846
"PL","Ożarów mazowiecki","05-850",20.8249,52.1981,1239847
"GB","Cottingham","HU16 5YE",-0.4257,53.7831,1239848
"BE","Zerkegem","8490",3.072,51.2141,1239849
"IT","San Giovanni Di Fassa","38036",11.6933,46.441,1239850
"US","Detroit","48226",-83.0484,42.3333,1239851
"IE","Passage West","T12XT67",-8.4902,51.8728,1239852
"NL","Utrecht","3541 TK",5.0732,52.0878,1239853
"NL","Nijmegen","6525 JN",5.8593,51.8277,1239854
"BE","Drongen","9031",3.6565,51.0507,1239855
"GB","London","E8 2NX",-0.075,51.5495,1239856
"ES","Palmeira","15959",-8.9618,42.58,1239857
"IT","Chioggia","30015",12.205,45.1922,1239858
"SE","JÖNKÖPING","55303",14.1562,57.7815,1239859
"PL","Kraków","30-065",19.9051,50.0656,1239860
"AU","Narrabeen","2101",151.2798,-33.6997,1239861
"ES","ALCORCON","28925",-3.8083,40.3547,1239862
"GB","Chorley","PR7 6QG",-2.6715,53.6614,1239863
"DE","Morbach","54497",7.1271,49.8077,1239864
"NL","Almelo","7603 NS",6.6949,52.3738,1239865
"HU","Kiskőrös","6200",19.2853,46.6214,1239866
"NL","Eygelshoven","6471 BD",6.0635,50.8902,1239867
"CA","Toronto","M5A3H7",-79.361,43.6605,1239868
"BR","Piedade De Ponte Nova","35382-000",-42.7159,-20.2441,1239869
"ES","El Ejido","04712",-2.8802,36.7338,1239870
"GB","Hertfordshire","wd3 4ee",-0.4799,51.6495,1239871
"PL","Świeradów-Zdrój","59-850",15.3298,50.9126,1239872
"SE","Saltsjöbaden","13331",18.3,59.2833,1239873
"IE","Carlow","R93 E9F5",-6.9261,52.8408,1239874
"ES","Mollerussa","25230",0.8914,41.6227,1239875
"IT","quercegrossa","53035",11.2723,43.3829,1239876
"ES","La Raya","30836",-1.1905,37.9751,1239877
"US","Copperhill","37317",-84.3748,35.0207,1239878
"GB","Manchester","M8 4GH",-2.2375,53.5196,1239879
"CA","Nepean","K2E5x9",-75.7053,45.3281,1239880
"GB","Bushey heath","WD23 1sa",-0.3449,51.6306,1239881
"ZA","DURBAN","3610",30.9,-29.9167,1239882
"FR","St Jean de Braye","45800",1.992,47.9,1239883
"US","HARRISBURG","17113",-76.8416,40.239,1239884
"SE","Malmö","21221",13.0007,55.6059,1239885
"PL","PŁOŃSK","09-100",20.2857,52.6004,1239886
"MX","Ciudad de México","07950",-99.0854,19.469,1239887
"ES","GETXO","48991",-3.0051,43.3553,1239888
"NO","Oslo","0367",10.7823,59.8457,1239889
"CA","Ottawa","K4A1E6",-75.4873,45.4395,1239890
"FR","VERRIERES-EN-ANJOU","49480",-0.4717,47.5197,1239891
"BE","SINT-LAMBRECHTS-WOLUWE","1200",4.4291,50.8439,1239892
"PL","Spytkowice","34-116",19.5509,49.9859,1239893
"IT","Cordenons","33084",12.7004,45.9836,1239894
"GB","Norwich","NR16 1LH",1.1544,52.5009,1239895
"GB","Reading","RG1 5NT",-0.9493,51.449,1239896
"ES","Montehermoso","10810",-6.3439,40.0741,1239897
"US","new York","10002",-73.9877,40.7152,1239898
"DE","Sondershausen","99706",10.8701,51.3697,1239899
"RO","GIURGIU","080308",25.9667,43.8833,1239900
"DE","Finning","86923",11.011,48.0222,1239901
"PL","CZĘSTOCHOWA","42-226",19.0893,50.8077,1239902
"TR","Kahramanmaraş","46090",36.9348,37.881,1239903
"US","millersville","17551",-76.3566,39.9982,1239904
"PL","Plonsk","09-100",20.2857,52.6004,1239905
"CA","MONTRÉAL","H1X2K1",-73.5599,45.5541,1239906
"FR","La franqui","11370",3.0294,42.9106,1239907
"DE","Hannover","30657",9.7921,52.4265,1239908
"NL","Wateringen","2291 CH",4.2712,52.0276,1239909
"ES","san Fernando de henares","28830",-3.5105,40.4291,1239910
"US","Taunton","02780",-71.1026,41.905,1239911
"US","Methuen","01844",-71.181,42.728,1239912
"IN","Goa","403515",73.766,15.5108,1239913
"DE","Villingen-Schwenningen","78048",8.45,48.0667,1239914
"US","Washington","84780",-113.505,37.1364,1239915
"MX","Guadalajara","45188",-103.5233,20.782,1239916
"ES","PUERTO REAL","11510",-6.0891,36.519,1239917
"US","Coplay","18037",-75.4955,40.6701,1239918
"GB","Liverpool","L15 0EW",-2.9342,53.3951,1239919
"US","Akron","44303",-81.5386,41.1025,1239920
"NO","LARVIK","3267",9.9716,59.0195,1239921
"GB","London","NW10 2TS",-0.2488,51.5494,1239922
"IT","Lavello","85024",15.7891,41.0477,1239923
"RS","Brodarevo,Prijepolje","31305",19.7196,43.229,1239924
"BE","Kortessem","3720",5.3897,50.8589,1239925
"SK","Levice","934 05",18.607,48.2156,1239926
"PL","milicz","56-300",16.183,51.4139,1239927
"IN","Bhubaneswar","751030",85.7899,20.2597,1239928
"FR","Courbevoie","92150",2.2293,48.8714,1239929
"DE","Tarp","24963",9.3692,54.6567,1239930
"GB","Hayling Island","PO11 9TQ",-0.9667,50.7827,1239931
"GB","Wigan","WN4 9TS",-2.6468,53.4934,1239932
"GB","Cambridge","CB5 8RG",0.1634,52.2112,1239933
"GB","UXBRIDGE","UB10 8QG",-0.4562,51.5588,1239934
"FR","Roisel","80240",3.1,49.8833,1239935
"DE","Berlin","13403",13.3224,52.5739,1239936
"IT","Turriaco","34070",13.5142,45.9409,1239937
"IT","CAMPO TURES","39032",11.978,46.9258,1239938
"TR","Tokat","60900",37.0372,40.3641,1239939
"DE","Calberlah","38547",10.6233,52.4207,1239940
"PL","Rusiec","97-438",18.9461,51.3374,1239941
"ES","Cala millor","07560",3.3742,39.5875,1239942
"PL","NOWY DWÓR GDAŃSKI","82100",19.1663,54.214,1239943
"PL","Kraków","31-306",19.9154,50.0842,1239944
"IT","Torino","10124",7.6868,45.0705,1239945
"IN","Hyderabad","500075",78.3279,17.3901,1239946
"ES","PALMA","07003",2.65,39.5765,1239947
"ES","Aldeanueva del Codonal","40462",-4.5315,41.0814,1239948
"PT","Lisboa","1000-120",-9.1333,38.7167,1239949
"IE","Cork","P31WD50",-8.5833,51.8833,1239950
"DE","Theilheim","97288",10.0306,49.754,1239951
"ES","PINEDA DE MAR","08397",2.6735,41.635,1239952
"MX","Tampico","89138",-97.8778,22.2852,1239953
"ES","Villanueva de Tapia","29315",-4.3206,37.1491,1239954
"ES","Acera de la Vega","34111",-4.821,42.5966,1239955
"IT","Feltre","32032",11.933,46.0089,1239956
"GB","Chesham","HP5 2UU",-0.6543,51.7387,1239957
"NL","Amsterdam","1078 SZ",4.9083,52.3476,1239958
"US","Plymouth","55446",-93.4865,45.04,1239959
"GB","Birmingham","B16 0JR",-1.9471,52.4843,1239960
"GB","Rye","TN31 6FA",0.6074,51.0008,1239961
"GB","London","W8 7BQ",-0.196,51.5004,1239962
"SE","Hovås","43650",11.9392,57.6114,1239963
"US","Molalla","97038",-122.5756,45.1223,1239964
"CA","Toronto","M8V4c2",-79.4731,43.6302,1239965
"ES","Vícar","04738",-2.6686,36.806,1239966
"PT","Mem Martins/ Sintra","2725-606",-9.35,38.7833,1239967
"PL","Koszalin","75-653",16.2236,54.1899,1239968
"FI","TURKU","20900",22.2186,60.4054,1239969
"IT","San Pietro","25040",10.1496,45.8917,1239970
"CA","Saint-Jean-sur-Richelieu","J3B5W7",-73.2619,45.3062,1239971
"AT","Graz","8041",15.4601,47.1352,1239972
"ES","Sollana","46430",-0.3843,39.2681,1239973
"GB","London","E3 2EP",-0.028,51.5308,1239974
"GB","Falkirk","FK2 0LW",-3.6958,55.9747,1239975
"IT","AGLIANA (PT)","51031",11.0053,43.9025,1239976
"PT","Queluz","2745-770",-9.2545,38.7566,1239977
"GB","Killingworth","NE12 6YT",-1.5665,55.0365,1239978
"ES","Lousame","15212",-8.8308,42.8,1239979
"ES","Torrejón Del Rey","19174",-3.349,40.6776,1239980
"NL","Rotterdam","3061 DE",4.4993,51.9287,1239981
"ES","Falces","31370",-1.8026,42.4289,1239982
"US","San jose","95110",-121.9016,37.3391,1239983
"GB","Edinburgh","EH10 5PY",-3.2226,55.9206,1239984
"GB","Glasgow","G69 8LH",-4.0907,55.8866,1239985
"US","BRONX","10475",-73.8278,40.8729,1239986
"NL","HOOGVLIET ROTTERDAM","3191 TG",4.3629,51.8632,1239987
"DE","Ludwigshafen","67059",8.4376,49.4828,1239988
"ES","Mondoñedo","27740",-7.3598,43.432,1239989
"GB","Stevenage","SG2 0NP",-0.163,51.905,1239990
"DE","Löffingen","79843",8.3438,47.8841,1239991
"US","PLAINFIELD","60585",-88.2203,41.6558,1239992
"GB","Winsford","CW7 2GT",-2.5572,53.1968,1239993
"NL","Winsum","9951 LP",6.5308,53.3255,1239994
"IT","Prata Comportaccio","23030",10.1093,46.1867,1239995
"BE","GENT","9032",3.7091,51.087,1239996
"IT","Margherita Di Savoia","76016",16.1527,41.3717,1239997
"IN","Bangalore","560011",77.5673,12.9604,1239998
"GB","Chelmsford","CM2 9PZ",0.4701,51.7222,1239999
"GB","Bath","BA11 6PA",-2.2819,51.2838,1240000
"US","Fort Lauderdale","33315",-80.1541,26.0989,1240001
"CA","Toronto","M6H3X8",-79.4488,43.675,1240002
"GB","Milton Keynes","MK9 1FJ",-0.7686,52.0385,1240003
"GB","Warwick","CV34 5RL",-1.5984,52.288,1240004
"US","Denver","80219",-105.0341,39.6956,1240005
"FR","Les mureaux","78130",1.9333,48.9667,1240006
"ES","Castello","12100",0.0047,39.9761,1240007
"NL","Lisse","2163 JJ",4.5561,52.2657,1240008
"IT","Gossolengo","29020",9.6184,44.8524,1240009
"IT","MESTRE","30173",12.2875,45.4806,1240010
"GB","Hockley Heath","B94 6RB",-1.7843,52.3548,1240011
"ES","Cabezon De La Sal","39500",-4.2641,43.2985,1240012
"NL","Dronten","8253 GG",5.6956,52.5374,1240013
"NL","Bergschenhoek","2661 CD",4.4998,51.9886,1240014
"NL","Reuver","5953 HS",6.0828,51.2877,1240015
"CA","Toronto","M5V0K4",-79.3987,43.6459,1240016
"NL","Etten-Leur","4873 BS",4.6392,51.568,1240017
"FR","Lodeve","34700",3.3786,43.7704,1240018
"RO","Botosani","710078",26.6667,47.75,1240019
"ES","A Coruña","15165",-8.2322,43.3124,1240020
"GB","Abergavenny","NP7 5BT",-3.0236,51.8242,1240021
"DE","Seehof OT Hundorf","19069",11.3721,53.7113,1240022
"DE","Frankfurt/Main","60385",8.7108,50.1253,1240023
"ES","Alcorcon","28921",-3.8286,40.349,1240024
"CA","WINNIPEG","R2P1T4",-97.1294,49.9555,1240025
"MX","COMITÁN DE DOMÍNGUEZ","30060",-92.1681,16.2426,1240026
"GB","Preston","PR4 3JT",-2.8848,53.7948,1240027
"US","South Jordan","84009",-111.9297,40.5622,1240028
"GB","Cheshire","SK9 5QA",-2.2492,53.3347,1240029
"HU","Litér","8196",18.0045,47.101,1240030
"IE","Navan","C15 A5D1",-6.7917,53.555,1240031
"PL","SOKÓŁKA","16-100",23.4391,53.3858,1240032
"MX","Irapuato","36515",-101.4247,20.5411,1240033
"IE","Delgany","A63xr50",-6.0631,53.1408,1240034
"PT","Sines","7520-224",-8.8698,37.9562,1240035
"US","Hermosa Beach","90254",-118.3955,33.8643,1240036
"CA","Châteauguay","J6J5M2",-73.7458,45.3879,1240037
"FR","Bousbecque","59166",3.0846,50.7712,1240038
"PL","Łódź","93-317",19.4862,51.7157,1240039
"IT","Piglio","03010",13.1745,41.7911,1240040
"US","Snowmass Village","81615",-106.932,39.2212,1240041
"GB","Brighton","BN1 6EQ",-0.1364,50.843,1240042
"DE","Mülheim an der Ruhr","45470",6.8937,51.4194,1240043
"US","Gonzales","93926",-121.4103,36.49,1240044
"FR","Besancon","25000",6.0182,47.2488,1240045
"GB","Salisbury","SP4 7ya",-1.7643,51.1628,1240046
"PT","Lisboa","1950-206",-9.1333,38.7167,1240047
"DE","OFFENBACH AM MAIN","63069",8.7494,50.0894,1240048
"GB","Lurgan","Bt66 7fl",-6.3261,54.4462,1240049
"PT","Fortios","7300-681",-7.5006,39.3249,1240050
"AT","Ried im Innkreis","4910",13.4866,48.1907,1240051
"US","flushing","11354",-73.8241,40.7667,1240052
"DE","Sünna","36404",10.0218,50.8279,1240053
"ES","enguera","46810",-0.7723,38.9643,1240054
"ES","MATARÓ","08304",2.4555,41.5601,1240055
"PL","Warszawa","03-946",21.0647,52.2309,1240056
"MX","Ciudad De México","01730",-99.2355,19.3462,1240057
"IT","Castrocaro Terme","47011",11.9607,44.1868,1240058
"ES","El toyo","04131",-2.2778,36.8194,1240059
"GB","Birmingham","b16 8dd",-1.9191,52.4761,1240060
"GB","Welling","DA16 2LE",0.0949,51.4603,1240061
"CA","Port Hope","L1A0E4",-80.3814,43.3986,1240062
"FR","Saint-Bueil","38620",5.663,45.4447,1240063
"NL","Prinsenbeek","4841 CK",4.7079,51.5961,1240064
"IT","RomA","00132",12.5113,41.8919,1240065
"FR","Saintes","17100",-0.5772,45.71,1240066
"GB","Greenford","UB6 8JZ",-0.3279,51.5359,1240067
"GB","Glasgow","G73 2HH",-4.2115,55.8287,1240068
"PT","Vila do Conde","4480-673",-8.7434,41.3548,1240069
"GB","Derbyshire","DE75 7WF",-1.3418,53.0118,1240070
"ES","Daroca","50360",-1.4145,41.1214,1240071
"US","Land O Lakes","34638",-82.4962,28.2478,1240072
"DE","Karlstadt","97753",9.7724,49.9603,1240073
"SE","Enköping","74532",17.0777,59.6361,1240074
"FR","Tende","06430",7.616,44.0625,1240075
"GB","Glasgow","G73 4QG",-4.2202,55.8141,1240076
"DE","Langen (Hessen)","63225",8.6685,49.9896,1240077
"GB","Hornchurch","rm11 2au",0.2083,51.5761,1240078
"US","Minneapolis","55405",-93.3047,44.9702,1240079
"NL","Amsterdam","1093 va",4.9249,52.3633,1240080
"IN","nagpur","440013",79.0909,21.1555,1240081
"SE","Nynäshamn","14950",17.9479,58.9034,1240082
"IT","Savogna d'Isonzo","34070",13.5142,45.9409,1240083
"GB","Challock, Ashford","TN25 4DJ",0.8615,51.2144,1240084
"NL","Amsterdam","1087 BT",4.9895,52.358,1240085
"GB","Doncaster","DN11 0HU",-1.0645,53.4777,1240086
"PT","Paredes","4580-673",-8.3889,41.2352,1240087
"ES","salamanca","37002",-5.6655,40.9672,1240088
"SI","Portorož","6320",13.5921,45.5143,1240089
"PT","Vila Real","5000-198",-7.7441,41.3006,1240090
"ES","Villanueva De La serena","06700",-5.7616,38.9812,1240091
"GB","London","n9 8bs",-0.0493,51.6356,1240092
"FR","PONT DE VAUX","01190",4.9206,46.4349,1240093
"GB","SPENNYMOOR","DL16 7NN",-1.6559,54.696,1240094
"US","Boston","02115",-71.0922,42.3427,1240095
"PL","TERESPOL","21-550",23.5138,52.1198,1240096
"CH","Losone","6616",8.742,46.1692,1240097
"FR","saint raphael","83700",6.7735,43.4233,1240098
"BE","Zaventem","1933",4.4938,50.8617,1240099
"CA","LaSalle","H8N0E2",-73.6313,45.4462,1240100
"GB","Kirkcaldy","KY1 2DY",-3.143,56.1268,1240101
"DE","Immenstaad am Bodensee","88090",9.359,47.6653,1240102
"SK","Opoj","919 32",17.6438,48.3021,1240103
"GB","LIVERPOOL","L25 8SQ",-2.8585,53.3763,1240104
"FR","GASSIN","83580",6.5855,43.2288,1240105
"US","CARROLLTON","75010",-96.8777,33.0304,1240106
"GB","Wincanton","BA9 9GA",-2.4235,51.0542,1240107
"CA","Montreal","H2S1C7",-73.6142,45.5337,1240108
"PT","Moreira","4470-573",-8.6199,41.2357,1240109
"ES","LA SOLANA","13240",-3.1981,38.9232,1240110
"PL","Szczawin","57-100",16.9913,50.8838,1240111
"IT","Nusco","83051",15.0919,40.8882,1240112
"MX","Huixquilucan","52763",-99.2897,19.393,1240113
"SE","ESKILSTUNA","63227",16.5077,59.3666,1240114
"PL","Frydrychowice","34-108",19.368,49.9042,1240115
"IE","Dublin","D02VW89",-6.2543,53.34,1240116
"CA","Laval","H7L6E5",-73.7964,45.5916,1240117
"GB","Dungannon","BT71 7QF",-6.7608,54.4144,1240118
"DE","Aachen","52062",6.0872,50.776,1240119
"FR","Le pontet","84130",4.8601,43.9612,1240120
"GB","Larbert","FK5 4FN",-3.8269,56.0365,1240121
"IN","Delhi","110067",77.1743,28.5553,1240122
"US","Plain City","43064",-83.269,40.0974,1240123
"PL","Zdzieszowice","47-330",18.0832,50.4811,1240124
"IE","Cobh","P24 YP62",-8.2992,51.8572,1240125
"IE","Naas","W91 NR02",-6.6669,53.2158,1240126
"US","Nashville","37208",-86.8076,36.1762,1240127
"IT","Montecorvino Rovella","84096",14.9637,40.714,1240128
"RS","NI","18000",21.9033,43.3247,1240129
"DE","Fallingbostel","29683",9.688,52.8497,1240130
"US","Lake Mary","32746",-81.3508,28.7577,1240131
"FR","CARRIERES-SOUS-POISSY","78955",2.0407,48.9495,1240132
"US","Cincinnati","45237",-84.458,39.188,1240133
"IT","Crevoladossola","28865",8.2974,46.1486,1240134
"NL","Tilburg","5011 AC",5.0851,51.5809,1240135
"MX","Ciudad de México","09470",-99.1323,19.3611,1240136
"RO","Sacalaz","300001",21.2257,45.7537,1240137
"ES","RUBÍ","08191",2.0175,41.4936,1240138
"NL","Zaandam","1504 NV",4.8548,52.4332,1240139
"SK","Bratislava","811 06",17.1067,48.1482,1240140
"ES","Motilla del palancar","16200",-1.9295,39.5739,1240141
"FR","Laigné en Belin","72220",0.2733,47.8277,1240142
"MX","Chihuahua","31124",-106.4358,28.927,1240143
"NL","Eindhoven","5641 LZ",5.5295,51.4437,1240144
"DE","Kronberg im Taunus","61476",8.5134,50.1789,1240145
"ES","Sils","17410",2.7481,41.8174,1240146
"MX","CIUDAD DE MÉXICO","14240",-99.2156,19.2735,1240147
"DE","HARSUM","31177",9.9649,52.2104,1240148
"PL","Gdynia","81-533",18.5244,54.4775,1240149
"NL","Badhoevedorp","1171 XJ",4.7824,52.3414,1240150
"GB","Preston","PR4 5PB",-2.7821,53.7271,1240151
"DE","AACHEN","52078",6.138,50.7624,1240152
"US","MIDDLETOWN","07748",-74.1157,40.3944,1240153
"PT","São João da Madeira","3700-295",-8.4897,40.9023,1240154
"GB","LONDON","W10 4RR",-0.2072,51.5279,1240155
"IT","napoli","80146",14.2681,40.8522,1240156
"GB","London","SW10 0PH",-0.1816,51.4796,1240157
"NL","Amsterdam","1075 hl",4.8679,52.3528,1240158
"ES","almendralejo","06200",-6.429,38.7068,1240159
"DE","Neuenkirchen-Vörden","49434",8.0667,52.5167,1240160
"GB","Birmingham","B48 7PZ",-1.9652,52.357,1240161
"TR","Mersin","33335",34.449,36.7026,1240162
"NL","Rotterdam","3067 BN",4.551,51.9435,1240163
"US","Alpine","84004",-111.7689,40.4616,1240164
"GB","London","N1 8HQ",-0.1013,51.5335,1240165
"IT","Venosa","86029",14.5461,41.77,1240166
"IT","Casazza","24060",9.949,45.7023,1240167
"NL","Arnhem","6832 HT",5.9181,51.9621,1240168
"ES","Huelva","21280",-6.4184,38.0045,1240169
"NL","De Bilt","3732 DD",5.1835,52.1079,1240170
"DE","DRESDEN","01129",13.736,51.0967,1240171
"IN","Jetpur","360370",71.3043,22.8634,1240172
"GB","London","UB2 4WS",-0.3754,51.5042,1240173
